,year,case,rep,zones_controlled,onoffseed,tempseed,comforttemp,setbacktemp,cost,cumulative_emissions,comfort_violation (%),mean_comfort_violation,std_comfort_violation,building_cost,sensing_cost,control_names,retrofit_name,installation_cost,name
4952,2023,1,0,9,10,10,19,17,809.4401534844008,2.730120728082554,35.47945205479452,0.0008727512077135,0.0038161384521279,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
4953,2023,3,0,9,10,30,18,13,256.7925378149179,0.46611053217882964,18.50076103500761,0.2892578133572543,1.1206098524057522,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
4954,2023,3,0,9,5,42,21,13,323.69658593117333,0.7105424486997787,33.64535768645357,1.1415792233574378,3.0000446465019657,51000.0,520,Full Control,Fabric - Deep,51520.0,Fabric - Deep Full Control
4955,2023,0,0,4,10,15,19,13,880.9762612237821,3.056976093062174,32.855783866057834,0.5980024509451177,1.977130926702502,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
4956,2023,14,0,1,10,15,21,13,163.45066821422404,0.10356307305696728,23.719558599695585,0.8079404088574076,2.431869082449485,,60,One Zone Controlled,,,
4957,2023,10,0,0,15,15,18,13,1430.9524534043403,0.942804710481657,12.423896499238966,0.4448138225378306,1.9140799209112795,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
4958,2022,14,0,0,15,30,19,15,223.3452253589613,0.11289574750301329,9.143835616438356,0.1964430737852235,1.1353981600429155,,0,Manual Control,,,
4959,2023,2,0,1,5,42,21,13,780.8819141377376,2.6875706400404074,60.890410958904106,1.4645815003631462,1.626001318636442,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
4960,2022,14,0,4,5,15,18,15,229.70485217211487,0.11236033508133067,5.780060882800609,0.071524316258729,0.4712528363072981,,240,Partial Control,,,
4961,2023,2,0,1,10,30,19,13,725.3793015661165,2.5076681640228493,20.528919330289195,0.7739807615844572,2.450841782305102,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
4962,2022,5,0,4,10,30,20,17,2751.3452026674413,1.3952968914549406,33.83751902587519,0.713862578563244,1.8950181419020304,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
4963,2022,5,0,0,5,10,18,15,3678.4553764461148,1.8502794992610099,0.0,0.0,0.0,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
4964,2022,4,0,1,10,15,21,13,570.2811351440828,0.8397640130135202,23.90981735159817,0.9902175230825472,3.036972992176209,71000.0,60,One Zone Controlled,Fabric - Passivhaus,71060.0,Fabric - Passivhaus One Zone Controlled
4965,2023,5,0,4,15,42,20,13,1441.6659977783786,0.9467395631666786,51.5886605783866,1.5711531378730317,3.802982095495015,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
4966,2023,0,0,4,10,15,18,13,858.0840516056052,2.970617792768426,27.80060882800609,0.379913623840646,1.4450648160465798,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
4967,2022,14,0,4,10,42,20,17,205.12396798562582,0.10312483255240792,31.109208523592084,0.7832727415420486,1.7601259828532023,,240,Partial Control,,,
4968,2022,0,0,4,15,30,19,15,1357.3244734153313,2.7818105277979615,34.33409436834094,0.9061091247073806,2.4317351720086813,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
4969,2023,3,0,4,5,10,18,15,378.2809766938488,0.8883768182635623,7.572298325722983,0.034799663201136,0.2147353980781675,51000.0,240,Partial Control,Fabric - Deep,51240.0,Fabric - Deep Partial Control
4970,2023,10,0,4,5,10,20,15,1456.8422922199222,0.92876627372442,26.65525114155251,0.0109339686719972,0.0378364050931387,48000.0,240,Partial Control,System - ASHP+PV+Batt,48240.0,System - ASHP+PV+Batt Partial Control
4971,2022,5,0,1,5,15,19,15,3794.275466853509,1.902953545773677,2.800608828006088,0.0011989339372969,0.0157350436920529,28000.0,60,One Zone Controlled,System - ASHP,28060.0,System - ASHP One Zone Controlled
4972,2022,10,0,9,10,15,20,13,1239.0392164403934,0.6071793890365873,46.06544901065449,0.0461102654813442,0.1400732892649547,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
4973,2023,1,0,9,15,15,20,17,854.2893959105761,2.901465282398919,44.82496194824962,0.0106837481478997,0.0311190586886323,3800.0,520,Full Control,Fabric - Low cost,4320.0,Fabric - Low cost Full Control
4974,2023,5,0,0,15,30,19,15,1777.403344392529,1.1842427264600213,20.313926940639263,1.1932834604958156,3.2268328010541394,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
4975,2023,2,0,0,15,10,19,15,840.6246067867941,2.9335557725465122,16.653348554033485,0.6741125173181551,2.2194724143633597,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
4976,2023,14,0,9,10,10,20,17,120.859486679651,0.08284559804353848,32.67123287671233,0.7974771026803673,1.7455824078520994,,520,Full Control,,,
4977,2023,14,0,9,15,30,19,17,112.81917220438189,0.07864399475806609,25.54794520547945,0.348140046643931,0.9214447270633864,,520,Full Control,,,
4978,2023,1,0,0,5,30,19,17,1138.713859321254,3.9428182880528655,0.0,0.0,0.0,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
4979,2023,14,0,9,10,10,21,15,88.57806976659998,0.05780989485854539,37.58561643835616,1.9241848262677448,3.973876199202673,,520,Full Control,,,
4980,2023,2,0,1,10,10,19,13,805.5377918446652,2.807279996412628,18.320015220700157,0.5892534462758321,2.059798382126325,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
4981,2023,5,0,0,5,30,19,15,2207.161085901834,1.435747063912749,0.0,0.0,0.0,28000.0,0,Manual Control,System - ASHP,28000.0,System - ASHP Manual Control
4982,2022,5,0,4,15,30,21,15,2457.024754603189,1.2534878075847204,53.15829528158296,1.706224127895846,3.929270378392102,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
4983,2023,10,0,0,15,30,18,17,1414.6604975125647,0.9340524804461624,16.889269406392692,0.3329642221979459,0.9345193320979516,48000.0,0,Manual Control,System - ASHP+PV+Batt,48000.0,System - ASHP+PV+Batt Manual Control
4984,2022,1,0,0,15,15,21,17,1882.278219811672,3.9433022708551064,23.82420091324201,1.5963098190174496,3.9072353937562982,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
4985,2023,10,0,9,5,30,19,15,990.0636087676015,0.6434131510559942,40.136986301369866,0.0070855885718477,0.024254388301317,48000.0,520,Full Control,System - ASHP+PV+Batt,48520.0,System - ASHP+PV+Batt Full Control
4986,2022,14,0,1,15,15,20,17,237.46831178299905,0.12098744966151856,17.148021308980212,0.4149098290243553,1.4413003231161867,,60,One Zone Controlled,,,
4987,2022,2,0,9,5,10,20,13,910.5288069897448,1.8797087412292748,46.84170471841705,0.1695475738404895,0.5916363804908522,16000.0,520,Full Control,Fabric - Shallow,16520.0,Fabric - Shallow Full Control
4988,2022,2,0,1,5,42,20,15,1293.1739181356158,2.689777279340854,31.37937595129376,0.0151468910957113,0.0759042358939401,16000.0,60,One Zone Controlled,Fabric - Shallow,16060.0,Fabric - Shallow One Zone Controlled
4989,2023,2,0,0,5,42,20,13,822.9577339331107,2.828925141273817,18.217275494672755,0.0029681989903599,0.0176565703022157,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
4990,2022,0,0,1,10,15,21,17,1968.1348599423661,4.106599376544006,24.370243531202437,1.2280669574112284,3.228158003083537,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
4991,2023,1,0,0,10,42,19,15,845.0258639554652,2.8906005249856164,18.81468797564688,1.08982260503733,3.0094500907097115,3800.0,0,Manual Control,Fabric - Low cost,3800.0,Fabric - Low cost Manual Control
4992,2023,1,0,1,5,42,20,13,930.0166591087142,3.1977997843095425,32.23363774733638,0.0139754284019174,0.0706997074769647,3800.0,60,One Zone Controlled,Fabric - Low cost,3860.0,Fabric - Low cost One Zone Controlled
4993,2022,5,0,4,5,30,19,13,2547.844978740477,1.2823131997322177,23.2572298325723,0.0116122483180412,0.0483365874445057,28000.0,240,Partial Control,System - ASHP,28240.0,System - ASHP Partial Control
4994,2022,1,0,4,15,30,21,15,1362.9370602287509,2.8192130453472504,53.74238964992389,1.7660674141521129,4.009158635330822,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
4995,2023,4,0,4,10,10,21,13,299.0098954510907,0.6319386677305522,35.100837138508375,1.5767051764213271,3.7228602472157433,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
4996,2023,0,0,9,5,15,20,15,764.3504305065494,2.5908900881679897,47.720700152207,0.0350253088436911,0.0925487643206113,0.0,520,Full Control,Baseline,520.0,Baseline Full Control
4997,2023,14,0,4,10,42,21,13,89.93300145099803,0.05830171268533728,40.6544901065449,2.000198576857738,3.891430194976301,,240,Partial Control,,,
4998,2022,2,0,0,5,10,19,13,1717.2475901936537,3.617262969081962,0.0019025875190258,9.04950720617049e-06,0.0020746673725377,16000.0,0,Manual Control,Fabric - Shallow,16000.0,Fabric - Shallow Manual Control
4999,2023,10,0,1,5,15,19,13,1912.2000881618508,1.2096095380121956,3.144977168949772,0.0020655769321075,0.0183112337082509,48000.0,60,One Zone Controlled,System - ASHP+PV+Batt,48060.0,System - ASHP+PV+Batt One Zone Controlled
5000,2023,0,0,4,15,10,20,13,824.9806236041218,2.8543847869403614,40.28919330289193,1.2794267206817571,3.33987453814409,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
5001,2022,3,0,0,10,15,18,13,764.0376891857204,1.2316625016684664,1.280441400304414,0.0302603687861838,0.4075182690471761,51000.0,0,Manual Control,Fabric - Deep,51000.0,Fabric - Deep Manual Control
5002,2023,0,0,1,15,30,21,15,908.8665049028773,3.129531275665733,46.56963470319635,2.5093756979713504,5.57065348995151,0.0,60,One Zone Controlled,Baseline,60.0,Baseline One Zone Controlled
5003,2023,4,0,0,15,15,21,13,367.37645706954805,0.878649702302918,22.21080669710807,0.8301628795182423,2.602135808982598,71000.0,0,Manual Control,Fabric - Passivhaus,71000.0,Fabric - Passivhaus Manual Control
5004,2022,1,0,4,10,10,19,17,1564.3602465607996,3.231498227401023,27.012937595129376,0.3737560221519634,1.1145607630446597,3800.0,240,Partial Control,Fabric - Low cost,4040.0,Fabric - Low cost Partial Control
5005,2023,14,0,0,10,42,19,15,142.02328391090106,0.09451555636999552,12.345890410958903,0.2106950804422231,0.92665375487262,,0,Manual Control,,,
5006,2023,14,0,1,5,15,21,15,266.6118428406435,0.16761802653548413,8.01750380517504,0.122968959070491,0.6676662249632584,,60,One Zone Controlled,,,
5007,2023,0,0,4,15,42,18,13,674.9562420635522,2.286098142866134,31.997716894977167,0.8389544037723393,2.409197317232043,0.0,240,Partial Control,Baseline,240.0,Baseline Partial Control
5008,2023,4,0,4,10,15,21,17,331.8154903944687,0.7418039266677644,32.46955859969559,1.1149383447713024,2.57434497288994,71000.0,240,Partial Control,Fabric - Passivhaus,71240.0,Fabric - Passivhaus Partial Control
